county,precinct,office,district,party,candidate,votes
Indiana,Young #1,U.S. House,15,REP,Cris Dush,0
Indiana,Young #1,U.S. House,15,REP,Tyler Jon Houck,0
Indiana,Young #1,U.S. House,15,REP,Ryan Sharp,0
Indiana,Young #1,U.S. House,15,REP,Not Assigned,0
Indiana,Young #1,State Senate,41,REP,Joe Pittman,74
Indiana,Young #1,State Senate,41,REP,Kevin Dickert,0
Indiana,Young #1,State Senate,41,REP,Tony Deloreto,0
Indiana,Young #2,U.S. House,15,REP,Robert G. Smith,0
Indiana,Young #2,U.S. House,15,REP,James E. Gromley,0
Indiana,Young #2,U.S. House,15,REP,James Smith,0
Indiana,Young #2,U.S. House,15,REP,Joe Biden,0
Indiana,Young #2,U.S. House,15,REP,Cris Dush,0
Indiana,Young #2,U.S. House,15,REP,Tyler Jon Houck,0
Indiana,Young #2,U.S. House,15,REP,Ryan Sharp,0
Indiana,Young #2,U.S. House,15,REP,Not Assigned,1
Indiana,Young #2,State Senate,41,REP,Joe Pittman,43
Indiana,Young #2,State Senate,41,REP,Kevin Dickert,0
Indiana,Young #2,State Senate,41,REP,Tony Deloreto,0
Indiana,Young #3,U.S. House,15,REP,Robert G. Smith,0
Indiana,Young #3,U.S. House,15,REP,James E. Gromley,0
Indiana,Young #3,U.S. House,15,REP,James Smith,0
Indiana,Young #3,U.S. House,15,REP,Joe Biden,0
Indiana,Young #3,U.S. House,15,REP,Cris Dush,0
Indiana,Young #3,U.S. House,15,REP,Tyler Jon Houck,0
Indiana,Young #3,U.S. House,15,REP,Ryan Sharp,0
Indiana,Young #3,U.S. House,15,REP,Not Assigned,0
Indiana,Young #3,State Senate,41,REP,Joe Pittman,51
Indiana,Young #3,State Senate,41,REP,Kevin Dickert,0
Indiana,Young #3,State Senate,41,REP,Tony Deloreto,0
Indiana,Armagh,State Senate,41,REP,Jim Struzzi,0
Indiana,Armagh,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Armagh,State Senate,41,REP,Robert E. Single,0
Indiana,Armagh,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Armagh,State Senate,41,REP,Robert G. Smith,0
Indiana,Armagh,State Senate,41,REP,Valerie Palmer,0
Indiana,Armagh,State Senate,41,REP,Anthony Deloreto,0
Indiana,Armagh,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Armagh,State Senate,41,REP,Dave Reed,0
Indiana,Armagh,State Senate,41,REP,Douglas Steve,0
Indiana,Armagh,State Senate,41,REP,Justin Bines,0
Indiana,Armagh,State Senate,41,REP,Chris Adams,0
Indiana,Armagh,State Senate,41,REP,Chris Dush,0
Indiana,Armagh,State Senate,41,REP,R. Diamond,0
Indiana,Armstrong #1,State Senate,41,REP,Jim Struzzi,0
Indiana,Armstrong #1,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Armstrong #1,State Senate,41,REP,Robert E. Single,0
Indiana,Armstrong #1,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Armstrong #1,State Senate,41,REP,Robert G. Smith,0
Indiana,Armstrong #1,State Senate,41,REP,Valerie Palmer,0
Indiana,Armstrong #1,State Senate,41,REP,Anthony Deloreto,0
Indiana,Armstrong #1,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Armstrong #1,State Senate,41,REP,Dave Reed,0
Indiana,Armstrong #1,State Senate,41,REP,Douglas Steve,0
Indiana,Armstrong #1,State Senate,41,REP,Justin Bines,0
Indiana,Armstrong #1,State Senate,41,REP,Chris Adams,0
Indiana,Armstrong #1,State Senate,41,REP,Chris Dush,0
Indiana,Armstrong #1,State Senate,41,REP,R. Diamond,0
Indiana,Armstrong #2,State Senate,41,REP,Jim Struzzi,0
Indiana,Armstrong #2,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Armstrong #2,State Senate,41,REP,Robert E. Single,1
Indiana,Armstrong #2,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Armstrong #2,State Senate,41,REP,Robert G. Smith,0
Indiana,Armstrong #2,State Senate,41,REP,Valerie Palmer,0
Indiana,Armstrong #2,State Senate,41,REP,Anthony Deloreto,0
Indiana,Armstrong #2,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Armstrong #2,State Senate,41,REP,Dave Reed,0
Indiana,Armstrong #2,State Senate,41,REP,Douglas Steve,0
Indiana,Armstrong #2,State Senate,41,REP,Justin Bines,0
Indiana,Armstrong #2,State Senate,41,REP,Chris Adams,0
Indiana,Armstrong #2,State Senate,41,REP,Chris Dush,0
Indiana,Armstrong #2,State Senate,41,REP,R. Diamond,0
Indiana,Banks,State Senate,41,REP,Jim Struzzi,0
Indiana,Banks,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Banks,State Senate,41,REP,Robert E. Single,0
Indiana,Banks,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Banks,State Senate,41,REP,Robert G. Smith,0
Indiana,Banks,State Senate,41,REP,Valerie Palmer,0
Indiana,Banks,State Senate,41,REP,Anthony Deloreto,0
Indiana,Banks,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Banks,State Senate,41,REP,Dave Reed,0
Indiana,Banks,State Senate,41,REP,Douglas Steve,0
Indiana,Banks,State Senate,41,REP,Justin Bines,0
Indiana,Banks,State Senate,41,REP,Chris Adams,0
Indiana,Banks,State Senate,41,REP,Chris Dush,0
Indiana,Banks,State Senate,41,REP,R. Diamond,0
Indiana,Blacklick,State Senate,41,REP,Jim Struzzi,0
Indiana,Blacklick,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Blacklick,State Senate,41,REP,Robert E. Single,0
Indiana,Blacklick,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Blacklick,State Senate,41,REP,Robert G. Smith,0
Indiana,Blacklick,State Senate,41,REP,Valerie Palmer,0
Indiana,Blacklick,State Senate,41,REP,Anthony Deloreto,0
Indiana,Blacklick,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Blacklick,State Senate,41,REP,Dave Reed,0
Indiana,Blacklick,State Senate,41,REP,Douglas Steve,0
Indiana,Blacklick,State Senate,41,REP,Justin Bines,0
Indiana,Blacklick,State Senate,41,REP,Chris Adams,0
Indiana,Blacklick,State Senate,41,REP,Chris Dush,0
Indiana,Blacklick,State Senate,41,REP,R. Diamond,0
Indiana,Blairsville #1,State Senate,41,REP,Jim Struzzi,0
Indiana,Blairsville #1,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Blairsville #1,State Senate,41,REP,Robert E. Single,0
Indiana,Blairsville #1,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Blairsville #1,State Senate,41,REP,Robert G. Smith,0
Indiana,Blairsville #1,State Senate,41,REP,Valerie Palmer,0
Indiana,Blairsville #1,State Senate,41,REP,Anthony Deloreto,0
Indiana,Blairsville #1,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Blairsville #1,State Senate,41,REP,Dave Reed,0
Indiana,Blairsville #1,State Senate,41,REP,Douglas Steve,0
Indiana,Blairsville #1,State Senate,41,REP,Justin Bines,0
Indiana,Blairsville #1,State Senate,41,REP,Chris Adams,0
Indiana,Blairsville #1,State Senate,41,REP,Chris Dush,0
Indiana,Blairsville #1,State Senate,41,REP,R. Diamond,0
Indiana,Blairsville #2,State Senate,41,REP,Jim Struzzi,0
Indiana,Blairsville #2,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Blairsville #2,State Senate,41,REP,Robert E. Single,0
Indiana,Blairsville #2,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Blairsville #2,State Senate,41,REP,Robert G. Smith,0
Indiana,Blairsville #2,State Senate,41,REP,Valerie Palmer,0
Indiana,Blairsville #2,State Senate,41,REP,Anthony Deloreto,0
Indiana,Blairsville #2,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Blairsville #2,State Senate,41,REP,Dave Reed,0
Indiana,Blairsville #2,State Senate,41,REP,Douglas Steve,0
Indiana,Blairsville #2,State Senate,41,REP,Justin Bines,0
Indiana,Blairsville #2,State Senate,41,REP,Chris Adams,0
Indiana,Blairsville #2,State Senate,41,REP,Chris Dush,0
Indiana,Blairsville #2,State Senate,41,REP,R. Diamond,0
Indiana,Blairsville #3,State Senate,41,REP,Jim Struzzi,0
Indiana,Blairsville #3,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Blairsville #3,State Senate,41,REP,Robert E. Single,0
Indiana,Blairsville #3,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Blairsville #3,State Senate,41,REP,Robert G. Smith,1
Indiana,Blairsville #3,State Senate,41,REP,Valerie Palmer,0
Indiana,Blairsville #3,State Senate,41,REP,Anthony Deloreto,1
Indiana,Blairsville #3,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Blairsville #3,State Senate,41,REP,Dave Reed,0
Indiana,Blairsville #3,State Senate,41,REP,Douglas Steve,0
Indiana,Blairsville #3,State Senate,41,REP,Justin Bines,0
Indiana,Blairsville #3,State Senate,41,REP,Chris Adams,0
Indiana,Blairsville #3,State Senate,41,REP,Chris Dush,0
Indiana,Blairsville #3,State Senate,41,REP,R. Diamond,0
Indiana,Brushvalley,State Senate,41,REP,Jim Struzzi,0
Indiana,Brushvalley,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Brushvalley,State Senate,41,REP,Robert E. Single,0
Indiana,Brushvalley,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Brushvalley,State Senate,41,REP,Robert G. Smith,0
Indiana,Brushvalley,State Senate,41,REP,Valerie Palmer,0
Indiana,Brushvalley,State Senate,41,REP,Anthony Deloreto,0
Indiana,Brushvalley,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Brushvalley,State Senate,41,REP,Dave Reed,0
Indiana,Brushvalley,State Senate,41,REP,Douglas Steve,0
Indiana,Brushvalley,State Senate,41,REP,Justin Bines,0
Indiana,Brushvalley,State Senate,41,REP,Chris Adams,0
Indiana,Brushvalley,State Senate,41,REP,Chris Dush,0
Indiana,Brushvalley,State Senate,41,REP,R. Diamond,0
Indiana,Buffington #1,State Senate,41,REP,Jim Struzzi,0
Indiana,Buffington #1,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Buffington #1,State Senate,41,REP,Robert E. Single,0
Indiana,Buffington #1,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Buffington #1,State Senate,41,REP,Robert G. Smith,0
Indiana,Buffington #1,State Senate,41,REP,Valerie Palmer,0
Indiana,Buffington #1,State Senate,41,REP,Anthony Deloreto,0
Indiana,Buffington #1,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Buffington #1,State Senate,41,REP,Dave Reed,0
Indiana,Buffington #1,State Senate,41,REP,Douglas Steve,0
Indiana,Buffington #1,State Senate,41,REP,Justin Bines,0
Indiana,Buffington #1,State Senate,41,REP,Chris Adams,0
Indiana,Buffington #1,State Senate,41,REP,Chris Dush,0
Indiana,Buffington #1,State Senate,41,REP,R. Diamond,0
Indiana,Buffington #2,State Senate,41,REP,Jim Struzzi,0
Indiana,Buffington #2,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Buffington #2,State Senate,41,REP,Robert E. Single,0
Indiana,Buffington #2,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Buffington #2,State Senate,41,REP,Robert G. Smith,0
Indiana,Buffington #2,State Senate,41,REP,Valerie Palmer,0
Indiana,Buffington #2,State Senate,41,REP,Anthony Deloreto,0
Indiana,Buffington #2,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Buffington #2,State Senate,41,REP,Dave Reed,0
Indiana,Buffington #2,State Senate,41,REP,Douglas Steve,0
Indiana,Buffington #2,State Senate,41,REP,Justin Bines,0
Indiana,Buffington #2,State Senate,41,REP,Chris Adams,0
Indiana,Buffington #2,State Senate,41,REP,Chris Dush,0
Indiana,Buffington #2,State Senate,41,REP,R. Diamond,0
Indiana,Burrell #1,State Senate,41,REP,Jim Struzzi,0
Indiana,Burrell #1,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Burrell #1,State Senate,41,REP,Robert E. Single,0
Indiana,Burrell #1,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Burrell #1,State Senate,41,REP,Robert G. Smith,0
Indiana,Burrell #1,State Senate,41,REP,Valerie Palmer,0
Indiana,Burrell #1,State Senate,41,REP,Anthony Deloreto,0
Indiana,Burrell #1,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Burrell #1,State Senate,41,REP,Dave Reed,2
Indiana,Burrell #1,State Senate,41,REP,Douglas Steve,0
Indiana,Burrell #1,State Senate,41,REP,Justin Bines,0
Indiana,Burrell #1,State Senate,41,REP,Chris Adams,0
Indiana,Burrell #1,State Senate,41,REP,Chris Dush,0
Indiana,Burrell #1,State Senate,41,REP,R. Diamond,0
Indiana,Burrell #2,State Senate,41,REP,Jim Struzzi,0
Indiana,Burrell #2,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Burrell #2,State Senate,41,REP,Robert E. Single,0
Indiana,Burrell #2,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Burrell #2,State Senate,41,REP,Robert G. Smith,0
Indiana,Burrell #2,State Senate,41,REP,Valerie Palmer,0
Indiana,Burrell #2,State Senate,41,REP,Anthony Deloreto,0
Indiana,Burrell #2,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Burrell #2,State Senate,41,REP,Dave Reed,0
Indiana,Burrell #2,State Senate,41,REP,Douglas Steve,0
Indiana,Burrell #2,State Senate,41,REP,Justin Bines,1
Indiana,Burrell #2,State Senate,41,REP,Chris Adams,0
Indiana,Burrell #2,State Senate,41,REP,Chris Dush,0
Indiana,Burrell #2,State Senate,41,REP,R. Diamond,0
Indiana,Canoe,State Senate,41,REP,Jim Struzzi,0
Indiana,Canoe,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Canoe,State Senate,41,REP,Robert E. Single,0
Indiana,Canoe,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Canoe,State Senate,41,REP,Robert G. Smith,0
Indiana,Canoe,State Senate,41,REP,Valerie Palmer,0
Indiana,Canoe,State Senate,41,REP,Anthony Deloreto,0
Indiana,Canoe,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Canoe,State Senate,41,REP,Dave Reed,0
Indiana,Canoe,State Senate,41,REP,Douglas Steve,0
Indiana,Canoe,State Senate,41,REP,Justin Bines,0
Indiana,Canoe,State Senate,41,REP,Chris Adams,0
Indiana,Canoe,State Senate,41,REP,Chris Dush,1
Indiana,Canoe,State Senate,41,REP,R. Diamond,0
Indiana,Center #1,State Senate,41,REP,Jim Struzzi,0
Indiana,Center #1,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Center #1,State Senate,41,REP,Robert E. Single,0
Indiana,Center #1,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Center #1,State Senate,41,REP,Robert G. Smith,0
Indiana,Center #1,State Senate,41,REP,Valerie Palmer,0
Indiana,Center #1,State Senate,41,REP,Anthony Deloreto,0
Indiana,Center #1,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Center #1,State Senate,41,REP,Dave Reed,0
Indiana,Center #1,State Senate,41,REP,Douglas Steve,0
Indiana,Center #1,State Senate,41,REP,Justin Bines,0
Indiana,Center #1,State Senate,41,REP,Chris Adams,0
Indiana,Center #1,State Senate,41,REP,Chris Dush,0
Indiana,Center #1,State Senate,41,REP,R. Diamond,0
Indiana,Center #2,State Senate,41,REP,Jim Struzzi,0
Indiana,Center #2,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Center #2,State Senate,41,REP,Robert E. Single,0
Indiana,Center #2,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Center #2,State Senate,41,REP,Robert G. Smith,0
Indiana,Center #2,State Senate,41,REP,Valerie Palmer,0
Indiana,Center #2,State Senate,41,REP,Anthony Deloreto,0
Indiana,Center #2,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Center #2,State Senate,41,REP,Dave Reed,0
Indiana,Center #2,State Senate,41,REP,Douglas Steve,0
Indiana,Center #2,State Senate,41,REP,Justin Bines,0
Indiana,Center #2,State Senate,41,REP,Chris Adams,0
Indiana,Center #2,State Senate,41,REP,Chris Dush,0
Indiana,Center #2,State Senate,41,REP,R. Diamond,0
Indiana,Center #3,State Senate,41,REP,Jim Struzzi,0
Indiana,Center #3,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Center #3,State Senate,41,REP,Robert E. Single,0
Indiana,Center #3,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Center #3,State Senate,41,REP,Robert G. Smith,0
Indiana,Center #3,State Senate,41,REP,Valerie Palmer,0
Indiana,Center #3,State Senate,41,REP,Anthony Deloreto,0
Indiana,Center #3,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Center #3,State Senate,41,REP,Dave Reed,0
Indiana,Center #3,State Senate,41,REP,Douglas Steve,0
Indiana,Center #3,State Senate,41,REP,Justin Bines,0
Indiana,Center #3,State Senate,41,REP,Chris Adams,0
Indiana,Center #3,State Senate,41,REP,Chris Dush,0
Indiana,Center #3,State Senate,41,REP,R. Diamond,0
Indiana,Cherryhill #1,State Senate,41,REP,Jim Struzzi,0
Indiana,Cherryhill #1,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Cherryhill #1,State Senate,41,REP,Robert E. Single,0
Indiana,Cherryhill #1,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Cherryhill #1,State Senate,41,REP,Robert G. Smith,0
Indiana,Cherryhill #1,State Senate,41,REP,Valerie Palmer,0
Indiana,Cherryhill #1,State Senate,41,REP,Anthony Deloreto,0
Indiana,Cherryhill #1,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Cherryhill #1,State Senate,41,REP,Dave Reed,0
Indiana,Cherryhill #1,State Senate,41,REP,Douglas Steve,0
Indiana,Cherryhill #1,State Senate,41,REP,Justin Bines,0
Indiana,Cherryhill #1,State Senate,41,REP,Chris Adams,0
Indiana,Cherryhill #1,State Senate,41,REP,Chris Dush,0
Indiana,Cherryhill #1,State Senate,41,REP,R. Diamond,0
Indiana,Cherryhill #2,State Senate,41,REP,Jim Struzzi,0
Indiana,Cherryhill #2,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Cherryhill #2,State Senate,41,REP,Robert E. Single,0
Indiana,Cherryhill #2,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Cherryhill #2,State Senate,41,REP,Robert G. Smith,0
Indiana,Cherryhill #2,State Senate,41,REP,Valerie Palmer,0
Indiana,Cherryhill #2,State Senate,41,REP,Anthony Deloreto,0
Indiana,Cherryhill #2,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Cherryhill #2,State Senate,41,REP,Dave Reed,0
Indiana,Cherryhill #2,State Senate,41,REP,Douglas Steve,0
Indiana,Cherryhill #2,State Senate,41,REP,Justin Bines,0
Indiana,Cherryhill #2,State Senate,41,REP,Chris Adams,0
Indiana,Cherryhill #2,State Senate,41,REP,Chris Dush,0
Indiana,Cherryhill #2,State Senate,41,REP,R. Diamond,0
Indiana,Cherry Tree,State Senate,41,REP,Jim Struzzi,0
Indiana,Cherry Tree,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Cherry Tree,State Senate,41,REP,Robert E. Single,0
Indiana,Cherry Tree,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Cherry Tree,State Senate,41,REP,Robert G. Smith,0
Indiana,Cherry Tree,State Senate,41,REP,Valerie Palmer,0
Indiana,Cherry Tree,State Senate,41,REP,Anthony Deloreto,0
Indiana,Cherry Tree,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Cherry Tree,State Senate,41,REP,Dave Reed,0
Indiana,Cherry Tree,State Senate,41,REP,Douglas Steve,0
Indiana,Cherry Tree,State Senate,41,REP,Justin Bines,0
Indiana,Cherry Tree,State Senate,41,REP,Chris Adams,0
Indiana,Cherry Tree,State Senate,41,REP,Chris Dush,0
Indiana,Cherry Tree,State Senate,41,REP,R. Diamond,0
Indiana,Clymer,State Senate,41,REP,Jim Struzzi,0
Indiana,Clymer,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Clymer,State Senate,41,REP,Robert E. Single,0
Indiana,Clymer,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Clymer,State Senate,41,REP,Robert G. Smith,0
Indiana,Clymer,State Senate,41,REP,Valerie Palmer,0
Indiana,Clymer,State Senate,41,REP,Anthony Deloreto,0
Indiana,Clymer,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Clymer,State Senate,41,REP,Dave Reed,0
Indiana,Clymer,State Senate,41,REP,Douglas Steve,0
Indiana,Clymer,State Senate,41,REP,Justin Bines,0
Indiana,Clymer,State Senate,41,REP,Chris Adams,0
Indiana,Clymer,State Senate,41,REP,Chris Dush,0
Indiana,Clymer,State Senate,41,REP,R. Diamond,0
Indiana,Conemaugh #1,State Senate,41,REP,Jim Struzzi,0
Indiana,Conemaugh #1,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Conemaugh #1,State Senate,41,REP,Robert E. Single,0
Indiana,Conemaugh #1,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Conemaugh #1,State Senate,41,REP,Robert G. Smith,0
Indiana,Conemaugh #1,State Senate,41,REP,Valerie Palmer,0
Indiana,Conemaugh #1,State Senate,41,REP,Anthony Deloreto,0
Indiana,Conemaugh #1,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Conemaugh #1,State Senate,41,REP,Dave Reed,0
Indiana,Conemaugh #1,State Senate,41,REP,Douglas Steve,0
Indiana,Conemaugh #1,State Senate,41,REP,Justin Bines,0
Indiana,Conemaugh #1,State Senate,41,REP,Chris Adams,0
Indiana,Conemaugh #1,State Senate,41,REP,Chris Dush,0
Indiana,Conemaugh #1,State Senate,41,REP,R. Diamond,0
Indiana,Conemaugh #2,State Senate,41,REP,Jim Struzzi,0
Indiana,Conemaugh #2,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Conemaugh #2,State Senate,41,REP,Robert E. Single,0
Indiana,Conemaugh #2,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Conemaugh #2,State Senate,41,REP,Robert G. Smith,0
Indiana,Conemaugh #2,State Senate,41,REP,Valerie Palmer,0
Indiana,Conemaugh #2,State Senate,41,REP,Anthony Deloreto,0
Indiana,Conemaugh #2,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Conemaugh #2,State Senate,41,REP,Dave Reed,0
Indiana,Conemaugh #2,State Senate,41,REP,Douglas Steve,0
Indiana,Conemaugh #2,State Senate,41,REP,Justin Bines,0
Indiana,Conemaugh #2,State Senate,41,REP,Chris Adams,0
Indiana,Conemaugh #2,State Senate,41,REP,Chris Dush,0
Indiana,Conemaugh #2,State Senate,41,REP,R. Diamond,0
Indiana,Conemaugh #3,State Senate,41,REP,Jim Struzzi,0
Indiana,Conemaugh #3,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Conemaugh #3,State Senate,41,REP,Robert E. Single,0
Indiana,Conemaugh #3,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Conemaugh #3,State Senate,41,REP,Robert G. Smith,0
Indiana,Conemaugh #3,State Senate,41,REP,Valerie Palmer,0
Indiana,Conemaugh #3,State Senate,41,REP,Anthony Deloreto,0
Indiana,Conemaugh #3,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Conemaugh #3,State Senate,41,REP,Dave Reed,0
Indiana,Conemaugh #3,State Senate,41,REP,Douglas Steve,0
Indiana,Conemaugh #3,State Senate,41,REP,Justin Bines,0
Indiana,Conemaugh #3,State Senate,41,REP,Chris Adams,0
Indiana,Conemaugh #3,State Senate,41,REP,Chris Dush,0
Indiana,Conemaugh #3,State Senate,41,REP,R. Diamond,0
Indiana,Creekside,State Senate,41,REP,Jim Struzzi,0
Indiana,Creekside,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Creekside,State Senate,41,REP,Robert E. Single,0
Indiana,Creekside,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Creekside,State Senate,41,REP,Robert G. Smith,0
Indiana,Creekside,State Senate,41,REP,Valerie Palmer,0
Indiana,Creekside,State Senate,41,REP,Anthony Deloreto,0
Indiana,Creekside,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Creekside,State Senate,41,REP,Dave Reed,0
Indiana,Creekside,State Senate,41,REP,Douglas Steve,0
Indiana,Creekside,State Senate,41,REP,Justin Bines,0
Indiana,Creekside,State Senate,41,REP,Chris Adams,0
Indiana,Creekside,State Senate,41,REP,Chris Dush,0
Indiana,Creekside,State Senate,41,REP,R. Diamond,0
Indiana,Ernest,State Senate,41,REP,Jim Struzzi,0
Indiana,Ernest,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Ernest,State Senate,41,REP,Robert E. Single,0
Indiana,Ernest,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Ernest,State Senate,41,REP,Robert G. Smith,0
Indiana,Ernest,State Senate,41,REP,Valerie Palmer,0
Indiana,Ernest,State Senate,41,REP,Anthony Deloreto,0
Indiana,Ernest,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Ernest,State Senate,41,REP,Dave Reed,0
Indiana,Ernest,State Senate,41,REP,Douglas Steve,0
Indiana,Ernest,State Senate,41,REP,Justin Bines,0
Indiana,Ernest,State Senate,41,REP,Chris Adams,0
Indiana,Ernest,State Senate,41,REP,Chris Dush,0
Indiana,Ernest,State Senate,41,REP,R. Diamond,0
Indiana,Glen Campbell,State Senate,41,REP,Jim Struzzi,0
Indiana,Glen Campbell,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Glen Campbell,State Senate,41,REP,Robert E. Single,0
Indiana,Glen Campbell,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Glen Campbell,State Senate,41,REP,Robert G. Smith,0
Indiana,Glen Campbell,State Senate,41,REP,Valerie Palmer,0
Indiana,Glen Campbell,State Senate,41,REP,Anthony Deloreto,0
Indiana,Glen Campbell,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Glen Campbell,State Senate,41,REP,Dave Reed,0
Indiana,Glen Campbell,State Senate,41,REP,Douglas Steve,0
Indiana,Glen Campbell,State Senate,41,REP,Justin Bines,0
Indiana,Glen Campbell,State Senate,41,REP,Chris Adams,0
Indiana,Glen Campbell,State Senate,41,REP,Chris Dush,0
Indiana,Glen Campbell,State Senate,41,REP,R. Diamond,0
Indiana,Grant,State Senate,41,REP,Jim Struzzi,0
Indiana,Grant,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Grant,State Senate,41,REP,Robert E. Single,0
Indiana,Grant,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Grant,State Senate,41,REP,Robert G. Smith,0
Indiana,Grant,State Senate,41,REP,Valerie Palmer,0
Indiana,Grant,State Senate,41,REP,Anthony Deloreto,0
Indiana,Grant,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Grant,State Senate,41,REP,Dave Reed,0
Indiana,Grant,State Senate,41,REP,Douglas Steve,0
Indiana,Grant,State Senate,41,REP,Justin Bines,0
Indiana,Grant,State Senate,41,REP,Chris Adams,0
Indiana,Grant,State Senate,41,REP,Chris Dush,0
Indiana,Grant,State Senate,41,REP,R. Diamond,0
Indiana,Green #1,State Senate,41,REP,Jim Struzzi,0
Indiana,Green #1,State Senate,41,REP,Ross Brickelmyer,0
Indiana,Green #1,State Senate,41,REP,Robert E. Single,0
Indiana,Green #1,State Senate,41,REP,David Lindahl Jr.,0
Indiana,Green #1,State Senate,41,REP,Robert G. Smith,0
Indiana,Green #1,State Senate,41,REP,Valerie Palmer,0
Indiana,Green #1,State Senate,41,REP,Anthony Deloreto,0
Indiana,Green #1,State Senate,41,REP,"Struzzi, Jim",0
Indiana,Green #1,State Senate,41,REP,Dave Reed,0
Indiana,Green #1,State Senate,41,REP,Douglas Steve,0
Indiana,Green #1,State Senate,41,REP,Justin Bines,0
Indiana,Green #1,State Senate,41,REP,Chris Adams,0
